image_path,label,original_split,split
data/raw/Training/glioma/Tr-gl_1004.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-aug-me_88.jpg,meningioma,Testing,train
data/raw/Training/glioma/Tr-gl_1108.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1172.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_227.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_243.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_335.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_248.jpg,pituitary,Testing,train
data/raw/Testing/glioma/Te-gl_286.jpg,glioma,Testing,train
data/raw/Training/glioma/Tr-gl_130.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1331.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_974.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_251.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_212.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_420.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-me_8.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_622.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_966.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_997.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_340.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_136.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_626.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_1159.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_463.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-aug-me_93.jpg,meningioma,Testing,train
data/raw/Testing/meningioma/Te-me_40.jpg,meningioma,Testing,train
data/raw/Training/pituitary/Tr-pi_1051.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_1092.jpg,meningioma,Training,train
data/raw/Testing/pituitary/Te-pi_246.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_1236.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_657.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_326.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_847.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_395.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_346.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_1343.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_4.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_580.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_407.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_840.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_726.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_538.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_1397.jpg,notumor,Training,train
data/raw/Testing/glioma/Te-gl_53.jpg,glioma,Testing,train
data/raw/Training/pituitary/Tr-pi_271.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_231.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_257.jpg,notumor,Training,train
data/raw/Testing/pituitary/Te-pi_130.jpg,pituitary,Testing,train
data/raw/Training/pituitary/Tr-pi_939.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_512.jpg,meningioma,Training,train
data/raw/Testing/glioma/Te-gl_395.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_927.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_997.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_354.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-aug-me_100.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_309.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_205.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_111.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_719.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_840.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_379.jpg,meningioma,Training,train
data/raw/Testing/meningioma/Te-aug-me_69.jpg,meningioma,Testing,train
data/raw/Training/pituitary/Tr-pi_613.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_1365.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_111.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_36.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_517.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_1294.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-me_143.jpg,meningioma,Testing,train
data/raw/Training/glioma/Tr-gl_1078.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_1379.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_188.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_720.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_726.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_831.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_119.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_762.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_1378.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_772.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-aug-me_22.jpg,meningioma,Testing,train
data/raw/Training/pituitary/Tr-pi_221.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_146.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_742.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_367.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_212.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_913.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_1334.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_889.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_682.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_776.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_578.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_187.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-me_987.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_311.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1279.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_742.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_35.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_1123.jpg,meningioma,Training,train
data/raw/Testing/glioma/Te-gl_43.jpg,glioma,Testing,train
data/raw/Training/glioma/Tr-gl_1335.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_1086.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-aug-me_63.jpg,meningioma,Testing,train
data/raw/Training/glioma/Tr-gl_352.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_391.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_579.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_251.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_1041.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_832.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_187.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_681.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_152.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_894.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_373.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_61.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_304.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_767.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_1156.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_923.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_19.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_784.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-aug-me_44.jpg,meningioma,Testing,train
data/raw/Testing/glioma/Te-gl_310.jpg,glioma,Testing,train
data/raw/Testing/glioma/Te-gl_309.jpg,glioma,Testing,train
data/raw/Training/glioma/Tr-gl_165.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_779.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_926.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_635.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_224.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_872.jpg,meningioma,Training,train
data/raw/Testing/meningioma/Te-me_120.jpg,meningioma,Testing,train
data/raw/Testing/pituitary/Te-pi_245.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_794.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_533.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1082.jpg,pituitary,Training,train
data/raw/Testing/meningioma/Te-aug-me_59.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_157.jpg,meningioma,Training,train
data/raw/Testing/notumor/Te-no_321.jpg,notumor,Testing,train
data/raw/Testing/meningioma/Te-me_89.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_220.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_39.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_425.jpg,meningioma,Training,train
data/raw/Testing/meningioma/Te-me_78.jpg,meningioma,Testing,train
data/raw/Testing/pituitary/Te-pi_366.jpg,pituitary,Testing,train
data/raw/Testing/meningioma/Te-me_126.jpg,meningioma,Testing,train
data/raw/Training/notumor/Tr-no_706.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-me_50.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_1237.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_29.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_1119.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_410.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_510.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_545.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_885.jpg,meningioma,Training,train
data/raw/Testing/meningioma/Te-me_52.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_21.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_633.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_819.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_370.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_57.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_894.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_325.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_557.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_839.jpg,meningioma,Training,train
data/raw/Testing/glioma/Te-gl_135.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-me_738.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1218.jpg,meningioma,Training,train
data/raw/Testing/pituitary/Te-pi_39.jpg,pituitary,Testing,train
data/raw/Training/notumor/Tr-no_55.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_177.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_163.jpg,notumor,Training,train
data/raw/Testing/pituitary/Te-pi_157.jpg,pituitary,Testing,train
data/raw/Testing/pituitary/Te-pi_371.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_1217.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_1333.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_311.jpg,glioma,Testing,train
data/raw/Training/pituitary/Tr-pi_733.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_365.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_95.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_715.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_630.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_601.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_1332.jpg,pituitary,Training,train
data/raw/Testing/glioma/Te-gl_78.jpg,glioma,Testing,train
data/raw/Testing/notumor/Te-no_39.jpg,notumor,Testing,train
data/raw/Testing/pituitary/Te-pi_273.jpg,pituitary,Testing,train
data/raw/Training/notumor/Tr-no_572.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_58.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1134.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1092.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_158.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_826.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_592.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_576.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_408.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_30.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_497.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_770.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-me_246.jpg,meningioma,Testing,train
data/raw/Testing/pituitary/Te-pi_387.jpg,pituitary,Testing,train
data/raw/Training/notumor/Tr-no_1374.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_721.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1039.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_161.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_1395.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_439.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_345.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_377.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-me_130.jpg,meningioma,Training,train
data/raw/Testing/glioma/Te-gl_389.jpg,glioma,Testing,train
data/raw/Testing/notumor/Te-no_17.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_1297.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_536.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_40.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_1127.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_927.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1271.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_669.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_235.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_355.jpg,pituitary,Testing,train
data/raw/Training/notumor/Tr-no_448.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_1004.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_1163.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_64.jpg,pituitary,Training,train
data/raw/Testing/pituitary/Te-pi_344.jpg,pituitary,Testing,train
data/raw/Training/glioma/Tr-gl_443.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_24.jpg,meningioma,Training,train
data/raw/Testing/pituitary/Te-pi_63.jpg,pituitary,Testing,train
data/raw/Testing/meningioma/Te-me_208.jpg,meningioma,Testing,train
data/raw/Training/pituitary/Tr-pi_814.jpg,pituitary,Training,train
data/raw/Training/glioma/Tr-gl_203.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_951.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_215.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1187.jpg,pituitary,Training,train
data/raw/Testing/notumor/Te-no_230.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_386.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1221.jpg,pituitary,Training,train
data/raw/Training/notumor/Tr-no_72.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_1303.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_620.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1146.jpg,notumor,Training,train
data/raw/Training/meningioma/Tr-me_5.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_703.jpg,notumor,Training,train
data/raw/Testing/glioma/Te-gl_370.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_1072.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_655.jpg,glioma,Training,train
data/raw/Training/pituitary/Tr-pi_1070.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-aug-me_51.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_567.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_395.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_1026.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_725.jpg,pituitary,Training,train
data/raw/Testing/glioma/Te-gl_237.jpg,glioma,Testing,train
data/raw/Training/meningioma/Tr-me_16.jpg,meningioma,Training,train
data/raw/Training/pituitary/Tr-pi_1105.jpg,pituitary,Training,train
data/raw/Training/pituitary/Tr-pi_963.jpg,pituitary,Training,train
data/raw/Training/meningioma/Tr-me_1109.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_215.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_861.jpg,glioma,Training,train
data/raw/Training/meningioma/Tr-me_1173.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_214.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_1272.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1371.jpg,glioma,Training,train
data/raw/Testing/meningioma/Te-aug-me_79.jpg,meningioma,Testing,train
data/raw/Training/meningioma/Tr-me_202.jpg,meningioma,Training,train
data/raw/Training/meningioma/Tr-me_1179.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_48.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_193.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_1386.jpg,notumor,Training,train
data/raw/Testing/meningioma/Te-aug-me_68.jpg,meningioma,Testing,train
data/raw/Testing/meningioma/Te-me_280.jpg,meningioma,Testing,train
data/raw/Training/glioma/Tr-gl_538.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_293.jpg,notumor,Testing,train
data/raw/Training/meningioma/Tr-me_1087.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_232.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_1186.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_798.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_192.jpg,glioma,Training,train
data/raw/Testing/notumor/Te-no_350.jpg,notumor,Testing,train
data/raw/Training/notumor/Tr-no_662.jpg,notumor,Training,train
data/raw/Testing/glioma/Te-gl_148.jpg,glioma,Testing,train
data/raw/Training/notumor/Tr-no_1102.jpg,notumor,Training,train
data/raw/Testing/notumor/Te-no_254.jpg,notumor,Testing,train
data/raw/Training/glioma/Tr-gl_577.jpg,glioma,Training,train
data/raw/Testing/pituitary/Te-pi_87.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_1051.jpg,meningioma,Training,train
data/raw/Training/glioma/Tr-gl_986.jpg,glioma,Training,train
data/raw/Training/notumor/Tr-no_1044.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_639.jpg,notumor,Training,train
data/raw/Training/glioma/Tr-gl_260.jpg,glioma,Training,train
data/raw/Training/glioma/Tr-gl_965.jpg,glioma,Training,train
data/raw/Testing/glioma/Te-gl_5.jpg,glioma,Testing,train
data/raw/Testing/notumor/Te-no_26.jpg,notumor,Testing,train
data/raw/Testing/pituitary/Te-pi_336.jpg,pituitary,Testing,train
data/raw/Training/meningioma/Tr-me_459.jpg,meningioma,Training,train
data/raw/Training/notumor/Tr-no_1345.jpg,notumor,Training,train
data/raw/Training/notumor/Tr-no_704.jpg,notumor,Training,train
data/raw/Training/pituitary/Tr-pi_135.jpg,pituitary,Training,train
data/raw/Testing/glioma/Te-gl_272.jpg,glioma,Testing,train
